id,order_id,product_id,quantity,id,customer_id,employee_id,date,shipper_id,id,name,contact,address,city,postal_code,country,id,name,supplier_id,category_id,unit,price,id,name,description,employee_id,last_name,first_name,birthdate,photo,notes,id,name,phone,id,name,contact,address,city,postal_code,country,phone
472,10424,38,49,10424,51,7,1997-01-23,2,51,"Mere Paillarde","Jean Fresniere","43 rue St. Laurent",Montreal,"H1J 1C3",Canada,38,"Cote de Blaye",18,1,"12 - 75 cl bottles",263.5,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",7,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.",2,"United Package","(503) 555-3199",18,"Aux joyeux ecclesiastiques","Guylene Nodier","203, Rue des Francs-Bourgeois",Paris,75004,France,"(1) 03.83.00.68"
471,10424,35,60,10424,51,7,1997-01-23,2,51,"Mere Paillarde","Jean Fresniere","43 rue St. Laurent",Montreal,"H1J 1C3",Canada,35,"Steeleye Stout",16,1,"24 - 12 oz bottles",18,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",7,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.",2,"United Package","(503) 555-3199",16,"Bigfoot Breweries","Cheryl Saylor","3400 - 8th Avenue Suite 210",Bend,97101,USA,"(503) 555-9931"
506,10439,16,16,10439,51,6,1997-02-07,3,51,"Mere Paillarde","Jean Fresniere","43 rue St. Laurent",Montreal,"H1J 1C3",Canada,16,Pavlova,7,3,"32 - 500 g boxes",17.45,3,Confections,"Desserts, candies, and sweet breads",6,Suyama,Michael,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",3,"Federal Shipping","(503) 555-9931",7,"Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",Melbourne,3058,Australia,"(03) 444-2343"
505,10439,12,15,10439,51,6,1997-02-07,3,51,"Mere Paillarde","Jean Fresniere","43 rue St. Laurent",Montreal,"H1J 1C3",Canada,12,"Queso Manchego La Pastora",5,4,"10 - 500 g pkgs.",38,4,"Dairy Products",Cheeses,6,Suyama,Michael,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",3,"Federal Shipping","(503) 555-9931",5,"Cooperativa de Quesos Las Cabras","Antonio del Valle Saavedra","Calle del Rosal 4",Oviedo,33007,Spain,"(98) 598 76 54"
35,10260,41,16,10260,55,4,1996-07-19,1,55,"Old World Delicatessen","Rene Phillips","2743 Bering St.",Anchorage,99508,USA,41,"Jacks New England Clam Chowder",19,8,"12 - 12 oz cans",9.65,8,Seafood,"Seaweed and fish",4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",1,"Speedy Express","(503) 555-9831",19,"New England Seafood Cannery","Robb Merchant","Order Processing Dept. 2100 Paul Revere Blvd.",Boston,02134,USA,"(617) 555-3267"
243,10338,30,15,10338,55,4,1996-10-25,3,55,"Old World Delicatessen","Rene Phillips","2743 Bering St.",Anchorage,99508,USA,30,"Nord-Ost Matjeshering",13,8,"10 - 200 g glasses",25.89,8,Seafood,"Seaweed and fish",4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",3,"Federal Shipping","(503) 555-9931",13,"Nord-Ost-Fisch Handelsgesellschaft mbH","Sven Petersen","Frahmredder 112a",Cuxhaven,27478,Germany,"(04721) 8713"
242,10338,17,20,10338,55,4,1996-10-25,3,55,"Old World Delicatessen","Rene Phillips","2743 Bering St.",Anchorage,99508,USA,17,"Alice Mutton",7,6,"20 - 1 kg tins",39,6,Meat/Poultry,"Prepared meats",4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",3,"Federal Shipping","(503) 555-9931",7,"Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",Melbourne,3058,Australia,"(03) 444-2343"
154,10305,18,25,10305,55,8,1996-09-13,3,55,"Old World Delicatessen","Rene Phillips","2743 Bering St.",Anchorage,99508,USA,18,"Carnarvon Tigers",7,8,"16 kg pkg.",62.5,8,Seafood,"Seaweed and fish",8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",3,"Federal Shipping","(503) 555-9931",7,"Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",Melbourne,3058,Australia,"(03) 444-2343"
38,10260,70,21,10260,55,4,1996-07-19,1,55,"Old World Delicatessen","Rene Phillips","2743 Bering St.",Anchorage,99508,USA,70,"Outback Lager",7,1,"24 - 355 ml bottles",15,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",1,"Speedy Express","(503) 555-9831",7,"Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",Melbourne,3058,Australia,"(03) 444-2343"
37,10260,62,15,10260,55,4,1996-07-19,1,55,"Old World Delicatessen","Rene Phillips","2743 Bering St.",Anchorage,99508,USA,62,"Tarte au sucre",29,3,"48 pies",49.3,3,Confections,"Desserts, candies, and sweet breads",4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",1,"Speedy Express","(503) 555-9831",29,"Forets derables","Chantal Goulet","148 rue Chasseur",Ste-Hyacinthe,"J2S 7S8",Canada,"(514) 555-2955"
36,10260,57,50,10260,55,4,1996-07-19,1,55,"Old World Delicatessen","Rene Phillips","2743 Bering St.",Anchorage,99508,USA,57,"Ravioli Angelo",26,5,"24 - 250 g pkgs.",19.5,5,Grains/Cereals,"Breads, crackers, pasta, and cereal",4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",1,"Speedy Express","(503) 555-9831",26,"Pasta Buttini s.r.l.","Giovanni Giudici","Via dei Gelsomini, 153",Salerno,84100,Italy,"(089) 6547665"
156,10305,39,30,10305,55,8,1996-09-13,3,55,"Old World Delicatessen","Rene Phillips","2743 Bering St.",Anchorage,99508,USA,39,"Chartreuse verte",18,1,"750 cc per bottle",18,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",3,"Federal Shipping","(503) 555-9931",18,"Aux joyeux ecclesiastiques","Guylene Nodier","203, Rue des Francs-Bourgeois",Paris,75004,France,"(1) 03.83.00.68"
155,10305,29,25,10305,55,8,1996-09-13,3,55,"Old World Delicatessen","Rene Phillips","2743 Bering St.",Anchorage,99508,USA,29,"Thuringer Rostbratwurst",12,6,"50 bags x 30 sausgs.",123.79,6,Meat/Poultry,"Prepared meats",8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",3,"Federal Shipping","(503) 555-9931",12,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein","Bogenallee 51",Frankfurt,60439,Germany,"(069) 992755"
193,10322,52,20,10322,58,7,1996-10-04,3,58,"Pericles Comidas clasicas","Guillermo Fernandez","Calle Dr. Jorge Cash 321","Mexico D.F.",05033,Mexico,52,"Filo Mix",24,5,"16 - 2 kg boxes",7,5,Grains/Cereals,"Breads, crackers, pasta, and cereal",7,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.",3,"Federal Shipping","(503) 555-9931",24,"Gday, Mate","Wendy Mackenzie","170 Prince Edward Parade Hunters Hill",Sydney,2042,Australia,"(02) 555-5914"
284,10354,29,4,10354,58,8,1996-11-14,3,58,"Pericles Comidas clasicas","Guillermo Fernandez","Calle Dr. Jorge Cash 321","Mexico D.F.",05033,Mexico,29,"Thuringer Rostbratwurst",12,6,"50 bags x 30 sausgs.",123.79,6,Meat/Poultry,"Prepared meats",8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",3,"Federal Shipping","(503) 555-9931",12,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein","Bogenallee 51",Frankfurt,60439,Germany,"(069) 992755"
283,10354,1,12,10354,58,8,1996-11-14,3,58,"Pericles Comidas clasicas","Guillermo Fernandez","Calle Dr. Jorge Cash 321","Mexico D.F.",05033,Mexico,1,Chais,1,1,"10 boxes x 20 bags",18,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",3,"Federal Shipping","(503) 555-9931",1,"Exotic Liquid","Charlotte Cooper","49 Gilbert St.",Londona,"EC1 4SD",UK,"(171) 555-2222"
478,10427,14,35,10427,59,4,1997-01-27,2,59,"Piccolo und mehr","Georg Pipps","Geislweg 14",Salzburg,5020,Austria,14,Tofu,6,7,"40 - 100 g pkgs.",23.25,7,Produce,"Dried fruit and bean curd",4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",2,"United Package","(503) 555-3199",6,Mayumis,"Mayumi Ohno","92 Setsuko Chuo-ku",Osaka,545,Japan,"(06) 431-7877"
282,10353,38,50,10353,59,7,1996-11-13,3,59,"Piccolo und mehr","Georg Pipps","Geislweg 14",Salzburg,5020,Austria,38,"Cote de Blaye",18,1,"12 - 75 cl bottles",263.5,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",7,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.",3,"Federal Shipping","(503) 555-9931",18,"Aux joyeux ecclesiastiques","Guylene Nodier","203, Rue des Francs-Bourgeois",Paris,75004,France,"(1) 03.83.00.68"
281,10353,11,12,10353,59,7,1996-11-13,3,59,"Piccolo und mehr","Georg Pipps","Geislweg 14",Salzburg,5020,Austria,11,"Queso Cabrales",5,4,"1 kg pkg.",21,4,"Dairy Products",Cheeses,7,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.",3,"Federal Shipping","(503) 555-9931",5,"Cooperativa de Quesos Las Cabras","Antonio del Valle Saavedra","Calle del Rosal 4",Oviedo,33007,Spain,"(98) 598 76 54"
399,10397,51,18,10397,60,5,1996-12-27,1,60,"Princesa Isabel Vinhoss","Isabel de Castro","Estrada da saude n. 58",Lisboa,1756,Portugal,51,"Manjimup Dried Apples",24,7,"50 - 300 g pkgs.",53,7,Produce,"Dried fruit and bean curd",5,Buchanan,Steven,1955-03-04,EmpID5.pic,"Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree. Upon joining the company as a sales representative, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London, where he was promoted to sales manager. Mr. Buchanan has completed the courses 'Successful Telemarketing' and 'International Sales Management'. He is fluent in French.",1,"Speedy Express","(503) 555-9831",24,"Gday, Mate","Wendy Mackenzie","170 Prince Edward Parade Hunters Hill",Sydney,2042,Australia,"(02) 555-5914"
398,10397,21,10,10397,60,5,1996-12-27,1,60,"Princesa Isabel Vinhoss","Isabel de Castro","Estrada da saude n. 58",Lisboa,1756,Portugal,21,"Sir Rodneys Scones",8,3,"24 pkgs. x 4 pieces",10,3,Confections,"Desserts, candies, and sweet breads",5,Buchanan,Steven,1955-03-04,EmpID5.pic,"Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree. Upon joining the company as a sales representative, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London, where he was promoted to sales manager. Mr. Buchanan has completed the courses 'Successful Telemarketing' and 'International Sales Management'. He is fluent in French.",1,"Speedy Express","(503) 555-9831",8,"Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",Manchester,"M14 GSD",UK,"(161) 555-4448"
236,10336,4,18,10336,60,7,1996-10-23,2,60,"Princesa Isabel Vinhoss","Isabel de Castro","Estrada da saude n. 58",Lisboa,1756,Portugal,4,"Chef Antons Cajun Seasoning",2,2,"48 - 6 oz jars",22,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",7,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.",2,"United Package","(503) 555-3199",2,"New Orleans Cajun Delights","Shelley Burke","P.O. Box 78934","New Orleans",70117,USA,"(100) 555-4822"
118,10291,51,2,10291,61,6,1996-08-27,2,61,"Que Delicia","Bernardo Batista","Rua da Panificadora, 12","Rio de Janeiro",02389-673,Brazil,51,"Manjimup Dried Apples",24,7,"50 - 300 g pkgs.",53,7,Produce,"Dried fruit and bean curd",6,Suyama,Michael,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",2,"United Package","(503) 555-3199",24,"Gday, Mate","Wendy Mackenzie","170 Prince Edward Parade Hunters Hill",Sydney,2042,Australia,"(02) 555-5914"
116,10291,13,20,10291,61,6,1996-08-27,2,61,"Que Delicia","Bernardo Batista","Rua da Panificadora, 12","Rio de Janeiro",02389-673,Brazil,13,Konbu,6,8,"2 kg box",6,8,Seafood,"Seaweed and fish",6,Suyama,Michael,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",2,"United Package","(503) 555-3199",6,Mayumis,"Mayumi Ohno","92 Setsuko Chuo-ku",Osaka,545,Japan,"(06) 431-7877"
467,10421,77,10,10421,61,8,1997-01-21,1,61,"Que Delicia","Bernardo Batista","Rua da Panificadora, 12","Rio de Janeiro",02389-673,Brazil,77,"Original Frankfurter grune Sosse",12,2,"12 boxes",13,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",1,"Speedy Express","(503) 555-9831",12,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein","Bogenallee 51",Frankfurt,60439,Germany,"(069) 992755"
466,10421,53,15,10421,61,8,1997-01-21,1,61,"Que Delicia","Bernardo Batista","Rua da Panificadora, 12","Rio de Janeiro",02389-673,Brazil,53,"Perth Pasties",24,6,"48 pieces",32.8,6,Meat/Poultry,"Prepared meats",8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",1,"Speedy Express","(503) 555-9831",24,"Gday, Mate","Wendy Mackenzie","170 Prince Edward Parade Hunters Hill",Sydney,2042,Australia,"(02) 555-5914"
117,10291,44,24,10291,61,6,1996-08-27,2,61,"Que Delicia","Bernardo Batista","Rua da Panificadora, 12","Rio de Janeiro",02389-673,Brazil,44,"Gula Malacca",20,2,"20 - 2 kg bags",19.45,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",6,Suyama,Michael,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",2,"United Package","(503) 555-3199",20,"Leka Trading","Chandra Leka","471 Serangoon Loop, Suite #402",Singapore,0512,Singapore,555-8787
40,10261,35,20,10261,61,4,1996-07-19,2,61,"Que Delicia","Bernardo Batista","Rua da Panificadora, 12","Rio de Janeiro",02389-673,Brazil,35,"Steeleye Stout",16,1,"24 - 12 oz bottles",18,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",2,"United Package","(503) 555-3199",16,"Bigfoot Breweries","Cheryl Saylor","3400 - 8th Avenue Suite 210",Bend,97101,USA,"(503) 555-9931"
465,10421,26,30,10421,61,8,1997-01-21,1,61,"Que Delicia","Bernardo Batista","Rua da Panificadora, 12","Rio de Janeiro",02389-673,Brazil,26,"Gumbar Gummibarchen",11,3,"100 - 250 g bags",31.23,3,Confections,"Desserts, candies, and sweet breads",8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",1,"Speedy Express","(503) 555-9831",11,"Heli Susswaren GmbH and Co. KG","Petra Winkler","Tiergartenstrasse 5",Berlin,10785,Germany,"(010) 9984510"
39,10261,21,20,10261,61,4,1996-07-19,2,61,"Que Delicia","Bernardo Batista","Rua da Panificadora, 12","Rio de Janeiro",02389-673,Brazil,21,"Sir Rodneys Scones",8,3,"24 pkgs. x 4 pieces",10,3,Confections,"Desserts, candies, and sweet breads",4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",2,"United Package","(503) 555-3199",8,"Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",Manchester,"M14 GSD",UK,"(161) 555-4448"
464,10421,19,4,10421,61,8,1997-01-21,1,61,"Que Delicia","Bernardo Batista","Rua da Panificadora, 12","Rio de Janeiro",02389-673,Brazil,19,"Teatime Chocolate Biscuits",8,3,"10 boxes x 12 pieces",9.2,3,Confections,"Desserts, candies, and sweet breads",8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",1,"Speedy Express","(503) 555-9831",8,"Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",Manchester,"M14 GSD",UK,"(161) 555-4448"
425,10406,40,2,10406,62,7,1997-01-07,1,62,"Queen Cozinha","Lucia Carvalho","Alameda dos Canarios, 891","Sao Paulo",05487-020,Brazil,40,"Boston Crab Meat",19,8,"24 - 4 oz tins",18.4,8,Seafood,"Seaweed and fish",7,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.",1,"Speedy Express","(503) 555-9831",19,"New England Seafood Cannery","Robb Merchant","Order Processing Dept. 2100 Paul Revere Blvd.",Boston,02134,USA,"(617) 555-3267"
424,10406,36,5,10406,62,7,1997-01-07,1,62,"Queen Cozinha","Lucia Carvalho","Alameda dos Canarios, 891","Sao Paulo",05487-020,Brazil,36,"Inlagd Sill",17,8,"24 - 250 g jars",19,8,Seafood,"Seaweed and fish",7,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.",1,"Speedy Express","(503) 555-9831",17,"Svensk Sjofoda AB","Michael Bjorn","Brovallavagen 231",Stockholm,"S-123 45",Sweden,"08-123 45 67"
423,10406,28,42,10406,62,7,1997-01-07,1,62,"Queen Cozinha","Lucia Carvalho","Alameda dos Canarios, 891","Sao Paulo",05487-020,Brazil,28,"Rossle Sauerkraut",12,7,"25 - 825 g cans",45.6,7,Produce,"Dried fruit and bean curd",7,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.",1,"Speedy Express","(503) 555-9831",12,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein","Bogenallee 51",Frankfurt,60439,Germany,"(069) 992755"
334,10372,72,42,10372,62,5,1996-12-04,2,62,"Queen Cozinha","Lucia Carvalho","Alameda dos Canarios, 891","Sao Paulo",05487-020,Brazil,72,"Mozzarella di Giovanni",14,4,"24 - 200 g pkgs.",34.8,4,"Dairy Products",Cheeses,5,Buchanan,Steven,1955-03-04,EmpID5.pic,"Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree. Upon joining the company as a sales representative, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London, where he was promoted to sales manager. Mr. Buchanan has completed the courses 'Successful Telemarketing' and 'International Sales Management'. He is fluent in French.",2,"United Package","(503) 555-3199",14,"Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75",Ravenna,48100,Italy,"(0544) 60323"
333,10372,60,70,10372,62,5,1996-12-04,2,62,"Queen Cozinha","Lucia Carvalho","Alameda dos Canarios, 891","Sao Paulo",05487-020,Brazil,60,"Camembert Pierrot",28,4,"15 - 300 g rounds",34,4,"Dairy Products",Cheeses,5,Buchanan,Steven,1955-03-04,EmpID5.pic,"Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree. Upon joining the company as a sales representative, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London, where he was promoted to sales manager. Mr. Buchanan has completed the courses 'Successful Telemarketing' and 'International Sales Management'. He is fluent in French.",2,"United Package","(503) 555-3199",28,"Gai paturage","Eliane Noz","Bat. B 3, rue des Alpes",Annecy,74000,France,38.76.98.06
332,10372,38,40,10372,62,5,1996-12-04,2,62,"Queen Cozinha","Lucia Carvalho","Alameda dos Canarios, 891","Sao Paulo",05487-020,Brazil,38,"Cote de Blaye",18,1,"12 - 75 cl bottles",263.5,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",5,Buchanan,Steven,1955-03-04,EmpID5.pic,"Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree. Upon joining the company as a sales representative, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London, where he was promoted to sales manager. Mr. Buchanan has completed the courses 'Successful Telemarketing' and 'International Sales Management'. He is fluent in French.",2,"United Package","(503) 555-3199",18,"Aux joyeux ecclesiastiques","Guylene Nodier","203, Rue des Francs-Bourgeois",Paris,75004,France,"(1) 03.83.00.68"
422,10406,21,30,10406,62,7,1997-01-07,1,62,"Queen Cozinha","Lucia Carvalho","Alameda dos Canarios, 891","Sao Paulo",05487-020,Brazil,21,"Sir Rodneys Scones",8,3,"24 pkgs. x 4 pieces",10,3,Confections,"Desserts, candies, and sweet breads",7,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.",1,"Speedy Express","(503) 555-9831",8,"Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",Manchester,"M14 GSD",UK,"(161) 555-4448"
331,10372,20,12,10372,62,5,1996-12-04,2,62,"Queen Cozinha","Lucia Carvalho","Alameda dos Canarios, 891","Sao Paulo",05487-020,Brazil,20,"Sir Rodneys Marmalade",8,3,"30 gift boxes",81,3,Confections,"Desserts, candies, and sweet breads",5,Buchanan,Steven,1955-03-04,EmpID5.pic,"Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree. Upon joining the company as a sales representative, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London, where he was promoted to sales manager. Mr. Buchanan has completed the courses 'Successful Telemarketing' and 'International Sales Management'. He is fluent in French.",2,"United Package","(503) 555-3199",8,"Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",Manchester,"M14 GSD",UK,"(161) 555-4448"
421,10406,1,10,10406,62,7,1997-01-07,1,62,"Queen Cozinha","Lucia Carvalho","Alameda dos Canarios, 891","Sao Paulo",05487-020,Brazil,1,Chais,1,1,"10 boxes x 20 bags",18,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",7,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.",1,"Speedy Express","(503) 555-9831",1,"Exotic Liquid","Charlotte Cooper","49 Gilbert St.",Londona,"EC1 4SD",UK,"(171) 555-2222"
457,10418,74,15,10418,63,4,1997-01-17,1,63,QUICK-Stop,"Horst Kloss","Taucherstrasse 10",Cunewalde,01307,Germany,74,"Longlife Tofu",4,7,"5 kg pkg.",10,7,Produce,"Dried fruit and bean curd",4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",1,"Speedy Express","(503) 555-9831",4,"Tokyo Traders","Yoshi Nagase","9-8 Sekimai Musashino-shi",Tokyo,100,Japan,"(03) 3555-5011"
104,10286,62,40,10286,63,8,1996-08-21,3,63,QUICK-Stop,"Horst Kloss","Taucherstrasse 10",Cunewalde,01307,Germany,62,"Tarte au sucre",29,3,"48 pies",49.3,3,Confections,"Desserts, candies, and sweet breads",8,Callahan,Laura,1958-01-09,EmpID8.pic,"Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.",3,"Federal Shipping","(503) 555-9931",29,"Forets derables","Chantal Goulet","148 rue Chasseur",Ste-Hyacinthe,"J2S 7S8",Canada,"(514) 555-2955"
456,10418,61,16,10418,63,4,1997-01-17,1,63,QUICK-Stop,"Horst Kloss","Taucherstrasse 10",Cunewalde,01307,Germany,61,"Sirop derable",29,2,"24 - 500 ml bottles",28.5,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",4,Peacock,Margaret,1958-09-19,EmpID4.pic,"Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.",1,"Speedy Express","(503) 555-9831",29,"Forets derables","Chantal Goulet","148 rue Chasseur",Ste-Hyacinthe,"J2S 7S8",Canada,"(514) 555-2955"
